Price,Close,High,Low,Open,Volume
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
Date,,,,,
12-03-2019,579.02,585.57,577.92,580.70,11997387
13-03-2019,580.25,588.56,578.49,581.52,11348867
14-03-2019,580.17,585.53,578.41,584.80,6415187
15-03-2019,588.52,592.78,581.19,583.16,14638664
18-03-2019,581.68,592.74,577.71,590.98,8065544
19-03-2019,591.55,595.03,579.39,583.81,8917337
20-03-2019,605.23,607.97,595.57,595.65,13471173
22-03-2019,608.63,611.29,599.78,610.19,8883260
25-03-2019,602.20,608.06,598.35,608.06,7644966
26-03-2019,596.06,602.20,588.97,602.20,9406261
27-03-2019,597.65,599.78,595.57,597.90,7387487
28-03-2019,604.29,610.19,597.90,597.90,9277241
01-04-2019,618.46,622.47,607.73,607.73,6584982
02-04-2019,621.98,627.22,618.05,621.65,7283600
03-04-2019,616.98,621.24,611.66,619.20,6897127
04-04-2019,612.56,617.39,610.27,615.43,7688525
05-04-2019,621.90,623.25,612.64,615.02,6276040
08-04-2019,628.41,630.66,618.70,624.97,4919911
09-04-2019,622.96,633.12,621.00,630.66,6730692
10-04-2019,616.49,627.96,615.35,625.75,7031088
11-04-2019,608.30,615.71,606.13,615.71,8200995
12-04-2019,612.44,615.55,606.58,608.63,7043212
15-04-2019,595.85,599.01,583.65,593.56,31574803
16-04-2019,593.07,596.18,584.88,596.18,12524411
18-04-2019,587.29,591.76,583.77,591.76,13801105
22-04-2019,590.57,594.42,585.61,587.29,6455426
23-04-2019,596.43,597.90,588.40,592.90,5516668
24-04-2019,603.18,604.37,592.99,596.43,8285120
25-04-2019,596.71,604.17,595.48,603.18,8005235
26-04-2019,604.45,605.93,597.08,598.72,6895168
30-04-2019,615.39,617.39,604.45,604.45,9920046
02-05-2019,598.56,612.97,597.49,611.82,6351352
03-05-2019,592.66,598.72,588.24,592.09,6348116
06-05-2019,588.40,591.18,582.05,585.61,8858265
07-05-2019,593.44,596.18,588.65,590.04,5747536
08-05-2019,589.18,594.62,586.84,590.53,6247642
09-05-2019,590.57,598.15,586.27,589.01,7396525
10-05-2019,587.13,594.62,585.61,590.37,8352335
13-05-2019,589.46,594.99,583.24,586.88,6808993
14-05-2019,584.67,587.87,576.28,586.84,10513001
15-05-2019,586.52,593.97,583.65,585.53,6668929
16-05-2019,600.44,603.63,588.97,589.71,6468556
17-05-2019,592.90,602.65,589.79,600.48,8155948
20-05-2019,591.68,594.95,578.24,589.46,11213708
21-05-2019,580.95,591.88,579.64,591.88,8645535
22-05-2019,581.32,588.28,579.06,581.52,5795713
23-05-2019,574.19,587.01,571.24,585.61,7233736
24-05-2019,580.86,582.95,573.70,576.44,7016424
27-05-2019,579.96,584.63,577.83,579.39,10247544
28-05-2019,596.34,600.73,581.36,583.16,23860490
29-05-2019,596.10,600.89,592.70,594.21,10293077
30-05-2019,600.81,603.84,591.80,595.44,15089296
31-05-2019,604.25,608.51,600.52,603.22,8290306
03-06-2019,609.90,615.02,597.08,597.74,7744761
04-06-2019,602.24,605.64,600.48,603.84,11733702
06-06-2019,602.49,609.90,600.89,603.22,7563925
07-06-2019,605.35,609.33,602.69,602.69,3218358
10-06-2019,617.15,617.64,606.17,606.17,4435148
11-06-2019,618.29,621.65,614.69,618.38,5733127
12-06-2019,617.39,619.97,610.19,619.97,8738342
13-06-2019,616.85,620.63,614.65,614.65,4808577
14-06-2019,615.03,619.22,613.20,617.85,5556353
17-06-2019,615.11,618.39,612.83,617.14,3085588
18-06-2019,623.08,624.99,614.82,614.82,6202838
19-06-2019,624.54,627.44,621.80,625.04,4596253
20-06-2019,627.03,628.69,611.25,612.83,7148684
21-06-2019,623.13,627.11,620.59,627.11,13200318
24-06-2019,619.22,624.54,616.85,624.54,4758178
25-06-2019,621.38,623.71,612.41,617.98,3677911
26-06-2019,613.99,624.16,612.99,617.14,5447130
